name,url,level,hitpoints,max_hit,aggressive,accuracy,strength,defence,magic,range,speed,respawn_timer,loot
Gnome,https://highspell.fandom.com/wiki/Gnome,8,12,???,No,5,5,6,10 + 5 bonus,1,1,Unknown,"[{""item"": ""Bones"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""4"", ""rarity"": ""0.4"", ""chance"": """"}, {""item"": ""Scroll"", ""quantity"": ""1"", ""rarity"": ""0.1"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""8"", ""rarity"": ""0.075"", ""chance"": """"}, {""item"": ""Raw Bass"", ""quantity"": ""1"", ""rarity"": ""0.075"", ""chance"": """"}, {""item"": ""Logs"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Fire Scroll"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Water Scroll"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Nature Scroll"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Bass"", ""quantity"": ""1"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Empty Glass"", ""quantity"": ""1"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Corn"", ""quantity"": ""1"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""11"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Gnome's Hat"", ""quantity"": ""1"", ""rarity"": ""0.2"", ""chance"": """"}, {""item"": ""Amethyst Necklace"", ""quantity"": ""1"", ""rarity"": ""0.1"", ""chance"": """"}]"
Goblin (Lvl 12 Melee),https://highspell.fandom.com/wiki/Goblin_(Lvl_12_Melee),12,12,???,No,10,12,8,1,1,1,Unknown,[]
Goblin (Lvl 12 Archer),https://highspell.fandom.com/wiki/Goblin_(Lvl_12_Archer),12,12,???,Yes,10,12,8,1,10 + 5 bonus,1,Unknown,"[{""item"": ""Bones"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""3"", ""rarity"": ""0.5"", ""chance"": """"}, {""item"": ""Bronze Arrowheads"", ""quantity"": ""5"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Headless Arrows"", ""quantity"": ""5"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Wooden Bow"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Unstrung Bow"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""String (IOU)"", ""quantity"": ""3"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Bronze Arrows"", ""quantity"": ""5"", ""rarity"": ""0.04"", ""chance"": """"}, {""item"": ""Raw Rodent Meat"", ""quantity"": ""1"", ""rarity"": ""0.035"", ""chance"": """"}, {""item"": ""Copper Ore"", ""quantity"": ""1"", ""rarity"": ""0.035"", ""chance"": """"}, {""item"": ""Tin Ore"", ""quantity"": ""1"", ""rarity"": ""0.035"", ""chance"": """"}, {""item"": ""Chef's Hat"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}, {""item"": ""Witch's Hat"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}]"
Goblin (Lvl 24),https://highspell.fandom.com/wiki/Goblin_(Lvl_24),24,24,???,Yes,20,24,20,1,1,1,Unknown,"[{""item"": ""Bones"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""5"", ""rarity"": ""0.3"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""8"", ""rarity"": ""0.2"", ""chance"": """"}, {""item"": ""Tomato"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Copper Ore"", ""quantity"": ""1"", ""rarity"": ""0,05"", ""chance"": """"}, {""item"": ""Tin Ore"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Iron Ore"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Bronze Longsword"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Bronze Gloves"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Bronze Helm"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Rodent Meat"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Beer"", ""quantity"": ""1"", ""rarity"": ""0.03"", ""chance"": """"}, {""item"": ""Chef's Hat"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}, {""item"": ""Bronze Bar"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}, {""item"": ""Hammer"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}]"
Goblin (Lvl 38),https://highspell.fandom.com/wiki/Goblin_(Lvl_38),38,40,???,Yes,30,40,28,1,1,1,Unknown,"[{""item"": ""Bones"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""7"", ""rarity"": ""0.35"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""10"", ""rarity"": ""0.1"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""15"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Grapes"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Coal"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Iron Ore"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Bronze Battleaxe"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Bronze Gloves"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Bronze Shield"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Raw Walleye"", ""quantity"": ""1"", ""rarity"": ""0.03"", ""chance"": """"}, {""item"": ""Beer"", ""quantity"": ""1"", ""rarity"": ""0.03"", ""chance"": """"}, {""item"": ""Great Rod"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}, {""item"": ""Green Cape"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}, {""item"": ""Chef's Hat"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}, {""item"": ""Steel Bar"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}, {""item"": ""Hammer"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}]"
Guard (Lvl 10),https://highspell.fandom.com/wiki/Guard_(Lvl_10),10,16,???,No,5 + 2 bonus,5,7 + 10 bonus,1,1,1,Unknown,"[{""item"": ""Bones"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""3"", ""rarity"": ""0.25"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""5"", ""rarity"": ""0.15"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""10"", ""rarity"": ""0.1"", ""chance"": """"}, {""item"": ""Raw Bass"", ""quantity"": ""1"", ""rarity"": ""0.1"", ""chance"": """"}, {""item"": ""Logs (IOU)"", ""quantity"": ""1"", ""rarity"": ""0.1"", ""chance"": """"}, {""item"": ""Bass"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Leaf"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Iron Helm"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Iron Gloves"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Iron Ore (IOU)"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}]"
Guard (Lvl 18),https://highspell.fandom.com/wiki/Guard_(Lvl_18),18,22,???,No,14 + 3 bonus,15 + 3 bonus,12 + 10 bonus,1,1,1,Unknown,"[{""item"": ""Bones"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""5"", ""rarity"": ""0.25"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""7"", ""rarity"": ""0.15"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""10"", ""rarity"": ""0.1"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""15"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Bass"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Scroll"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Pine Scroll"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Bronze Longsword"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Bronze Helm"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Bronze Pickaxe"", ""quantity"": ""1"", ""rarity"": ""0.04"", ""chance"": """"}, {""item"": ""Bronze Bar (IOU)"", ""quantity"": ""1"", ""rarity"": ""0.04"", ""chance"": """"}, {""item"": ""Chisel"", ""quantity"": ""1"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Hammer"", ""quantity"": ""1"", ""rarity"": ""0.025"", ""chance"": """"}]"
Suit of Armour (Lvl 28),https://highspell.fandom.com/wiki/Headless_Warrior_(Lvl_30,30,30,???,No,20 + 10 bonus,20 + 10 bonus,20 + 15 bonus,1,1,1,Unknown,"[{""item"": ""Coins"", ""quantity"": ""5"", ""rarity"": ""0.25"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""10"", ""rarity"": ""0.2"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""15"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Raw beef"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Iron ore"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Copper ore"", ""quantity"": ""1"", ""rarity"": ""0,05"", ""chance"": """"}, {""item"": ""Tin ore"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Pine logs"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Corn"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Bronze gloves"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Bronze longsword"", ""quantity"": ""1"", ""rarity"": ""0.04"", ""chance"": """"}, {""item"": ""Bluegill"", ""quantity"": ""1"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Coal(IOU)"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}, {""item"": ""Bronze platelegs"", ""quantity"": ""1"", ""rarity"": ""0.01"", ""chance"": """"}, {""item"": ""Bronze chestplate"", ""quantity"": ""1"", ""rarity"": ""0.0075"", ""chance"": """"}]"
Suit of Armour (Lvl 44),https://highspell.fandom.com/wiki/Headless_Warrior_(Lvl_44),44,45,???,Yes,30 + 20 bonus,30 + 25 bonus,35 + 35 bonus,1,1,1,Unknown,"[{""item"": ""Coins"", ""quantity"": ""5"", ""rarity"": ""0.25"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""15"", ""rarity"": ""0.15"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""20"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Raw Beef"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Iron Ore"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""IOU Copper Ore"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""IOU Tin Ore"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""IOU PineLogs"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Corn"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Iron Gloves"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Iron Longsword"", ""quantity"": ""1"", ""rarity"": ""0.04"", ""chance"": """"}, {""item"": ""Bluegill"", ""quantity"": ""1"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""IOU Coal"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}, {""item"": ""Iron Platelegs"", ""quantity"": ""1"", ""rarity"": ""0.01"", ""chance"": """"}, {""item"": ""Iron Chestplate"", ""quantity"": ""1"", ""rarity"": ""0.0075"", ""chance"": """"}]"
Suit of Armour (Lvl 87),https://highspell.fandom.com/wiki/Headless_Warrior_(Lvl_87),87,95,???,Yes,85 + 40 bonus,85 + 50 bonus,85 + 100 bonus,1,1,1,Unknown,"[{""item"": ""Coins"", ""quantity"": ""25"", ""rarity"": ""1/2"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""60"", ""rarity"": ""1/5"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""150"", ""rarity"": ""1/7"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""275"", ""rarity"": ""1/10"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""450"", ""rarity"": ""1/20"", ""chance"": """"}, {""item"": ""Coronium Ore"", ""quantity"": ""1"", ""rarity"": ""1/200"", ""chance"": """"}, {""item"": ""Coronium Battleaxe"", ""quantity"": ""1"", ""rarity"": ""1/500"", ""chance"": """"}, {""item"": ""Coronium Platelegs"", ""quantity"": ""1"", ""rarity"": ""1/666"", ""chance"": """"}, {""item"": ""Coronium Chestplate"", ""quantity"": ""1"", ""rarity"": ""1/1333"", ""chance"": """"}]"
Hell Giant,https://highspell.fandom.com/wiki/Hell_giant,107,110,???,Yes,90 + 25 bonus,90 + 40 bonus,90 + 40 bonus,1,1,1,60s,"[{""item"": ""Giant Bones"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""25"", ""rarity"": ""1/3.33"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""60"", ""rarity"": ""1/5"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""90"", ""rarity"": ""1/10"", ""chance"": """"}, {""item"": ""High Root Loot Table"", ""quantity"": """", ""rarity"": ""1/10"", ""chance"": """"}, {""item"": ""Fire Scroll"", ""quantity"": ""30"", ""rarity"": ""1/13.3"", ""chance"": """"}, {""item"": ""Warp Scroll"", ""quantity"": ""5"", ""rarity"": ""1/20"", ""chance"": """"}, {""item"": ""Alchemy Scroll"", ""quantity"": ""5"", ""rarity"": ""1/20"", ""chance"": """"}, {""item"": ""Steel Battleaxe"", ""quantity"": ""1"", ""rarity"": ""1/20"", ""chance"": """"}, {""item"": ""Rare Loot Table"", ""quantity"": """", ""rarity"": ""1/20"", ""chance"": """"}, {""item"": ""Potion of Strength (1)"", ""quantity"": ""1"", ""rarity"": ""1/40"", ""chance"": """"}, {""item"": ""Steel  Great Sword"", ""quantity"": ""1"", ""rarity"": ""1/40"", ""chance"": """"}, {""item"": ""Rage Scroll"", ""quantity"": ""1"", ""rarity"": ""1/40"", ""chance"": """"}, {""item"": ""Palladium Patelegs"", ""quantity"": ""1"", ""rarity"": ""1/100"", ""chance"": """"}, {""item"": ""IOU Lucky Logs"", ""quantity"": ""10"", ""rarity"": ""1/100"", ""chance"": """"}, {""item"": ""Steel Chestplate"", ""quantity"": ""1"", ""rarity"": ""1/100"", ""chance"": """"}, {""item"": ""Palladium Great Sword"", ""quantity"": ""1"", ""rarity"": ""1/133"", ""chance"": """"}, {""item"": ""Flour"", ""quantity"": ""1"", ""rarity"": ""1/133"", ""chance"": """"}, {""item"": ""Coronium Full Helm"", ""quantity"": ""1"", ""rarity"": ""1/1250"", ""chance"": """"}, {""item"": ""Coronium Shield"", ""quantity"": ""1"", ""rarity"": ""1/2500"", ""chance"": """"}, {""item"": ""Helmet of Melee"", ""quantity"": ""1"", ""rarity"": ""1/10,000"", ""chance"": """"}]"
Hell Rat,https://highspell.fandom.com/wiki/Hell_rat,26,30,???,Yes,20,30,15,1,1,1,Unknown,"[{""item"": ""Bones"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Rodent Meat"", ""quantity"": ""1"", ""rarity"": ""0.1"", ""chance"": """"}]"
Hell Warrior,https://highspell.fandom.com/wiki/Hell_warrior,77,88,???,Yes,50 + 20 bonus,50 + 30 bonus,50 + 30 bonus,1,1,1,Unknown,"[{""item"": ""Bones"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""25"", ""rarity"": ""1/2.5"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""40"", ""rarity"": ""1/4.5"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""50"", ""rarity"": ""1/10"", ""chance"": """"}, {""item"": ""Alchemy Scroll"", ""quantity"": ""3"", ""rarity"": ""1/20"", ""chance"": """"}, {""item"": ""Fire Scroll"", ""quantity"": ""20"", ""rarity"": ""1/20"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""250"", ""rarity"": ""1/20"", ""chance"": """"}, {""item"": ""Rage Scroll"", ""quantity"": ""5"", ""rarity"": ""1/40"", ""chance"": """"}, {""item"": ""Rare Loot Table"", ""quantity"": """", ""rarity"": ""1/40"", ""chance"": """"}, {""item"": ""IOU Palladium Ore"", ""quantity"": ""3"", ""rarity"": ""1/50"", ""chance"": """"}, {""item"": ""Piranha"", ""quantity"": ""1"", ""rarity"": ""1/50"", ""chance"": """"}, {""item"": ""Palladium Full Helm"", ""quantity"": ""1"", ""rarity"": ""1/100"", ""chance"": """"}, {""item"": ""Palladium Platelegs"", ""quantity"": ""1"", ""rarity"": ""1/200"", ""chance"": """"}, {""item"": ""Palladium Battleaxe"", ""quantity"": ""1"", ""rarity"": ""1/200"", ""chance"": """"}, {""item"": ""Coronium Helm"", ""quantity"": ""1"", ""rarity"": ""1/400"", ""chance"": """"}, {""item"": ""Ruby Necklace"", ""quantity"": ""1"", ""rarity"": ""1/400"", ""chance"": """"}, {""item"": ""Helmet of Melee"", ""quantity"": ""1"", ""rarity"": ""1/16,000"", ""chance"": """"}]"
Hermit,https://highspell.fandom.com/wiki/Hermit,20,24,???,Yes,10,10,15,1,1,1,Unknown,"[{""item"": ""Bones"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""1"", ""rarity"": ""0.25"", ""chance"": """"}, {""item"": ""Bass"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Robe Top"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}]"
Isradore's Chicken,https://highspell.fandom.com/wiki/Isradore%27s_Chicken,30,35,N/A,Yes,20,10,20,1,1,1,Unknown,"[{""item"": ""Raw Chicken"", ""quantity"": ""x5"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Giant Bones"", ""quantity"": ""X1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Feathers"", ""quantity"": ""?"", ""rarity"": ""Always"", ""chance"": """"}]"
Isradore's Dragon,https://highspell.fandom.com/wiki/Isradore%27s_Dragon,103,110,N/A,Yes,75,85,75 + 75 bonus,70,1,1,Unknown,"[{""item"": ""Giant Bones"", ""quantity"": ""x1"", ""rarity"": ""Always"", ""chance"": """"}]"
Isradore's Rat,https://highspell.fandom.com/wiki/Isradore%27s_Rat,56,55,N/A,Yes,45,40,35,1,1,1,Unknown,"[{""item"": ""Raw RodentMeat"", ""quantity"": ""x5"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Giant Bones"", ""quantity"": ""x1"", ""rarity"": ""Always"", ""chance"": """"}]"
Knight (Lvl 45),https://highspell.fandom.com/wiki/Knight_(Lvl_45),45,55,???,No,30 + 10 bonus,30 + 10 bonus,25 + 20 bonus,1,1,1,Unknown,"[{""item"": ""Bones"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""15"", ""rarity"": ""0.25"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""20"", ""rarity"": ""0.2"", ""chance"": """"}, {""item"": ""Bronze Helm"", ""quantity"": ""1"", ""rarity"": ""0.06"", ""chance"": """"}, {""item"": ""Stingray"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Raw Carp"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Nature Scroll"", ""quantity"": ""4"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Iron Helm"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Steel Helm"", ""quantity"": ""1"", ""rarity"": ""0.04"", ""chance"": """"}, {""item"": ""Warp Scroll"", ""quantity"": ""1"", ""rarity"": ""0.035"", ""chance"": """"}, {""item"": ""Bronze Full Helm"", ""quantity"": ""1"", ""rarity"": ""0.03"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""80"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Iron Full Helm"", ""quantity"": ""1"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Bronze Longsword"", ""quantity"": ""1"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Steel Full Helm"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}, {""item"": ""Raw Tuna"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}, {""item"": ""Iron Longsword"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}, {""item"": ""Bronze Platelegs"", ""quantity"": ""1"", ""rarity"": ""0.015"", ""chance"": """"}, {""item"": ""Iron Platelegs"", ""quantity"": ""1"", ""rarity"": ""0.01"", ""chance"": """"}, {""item"": ""Steel Longsword"", ""quantity"": ""1"", ""rarity"": ""0.01"", ""chance"": """"}]"
Knight (Lvl 60),https://highspell.fandom.com/wiki/Knight_(Lvl_60),60,65,???,No,50 + 15 bonus,50 +20 bonus,40 + 40 bonus,1,1,1,Unknown,"[{""item"": ""Bones"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""25"", ""rarity"": ""0.25"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""90"", ""rarity"": ""0.1"", ""chance"": """"}, {""item"": ""Energy Scroll"", ""quantity"": ""10"", ""rarity"": ""0.1"", ""chance"": """"}, {""item"": ""Fury Scroll"", ""quantity"": ""10"", ""rarity"": ""0.08"", ""chance"": """"}, {""item"": ""Rage Scroll"", ""quantity"": ""5"", ""rarity"": ""0.075"", ""chance"": """"}, {""item"": ""IOU Oak Scroll"", ""quantity"": ""7"", ""rarity"": ""0.075"", ""chance"": """"}, {""item"": ""IOU Scroll"", ""quantity"": ""8"", ""rarity"": ""0.075"", ""chance"": """"}, {""item"": ""Blue Cape"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Alchemy Scroll"", ""quantity"": ""2"", ""rarity"": ""0.04"", ""chance"": """"}, {""item"": ""Fire Scroll"", ""quantity"": ""15"", ""rarity"": ""0.03"", ""chance"": """"}, {""item"": ""Tuna"", ""quantity"": ""1"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Steel Pickaxe"", ""quantity"": ""1"", ""rarity"": ""0.0125"", ""chance"": """"}, {""item"": ""Calcium Brew"", ""quantity"": ""1"", ""rarity"": ""0.01"", ""chance"": """"}, {""item"": ""Steel Shield"", ""quantity"": ""1"", ""rarity"": ""0.01"", ""chance"": """"}, {""item"": ""Silver Helm"", ""quantity"": ""1"", ""rarity"": ""0.005"", ""chance"": """"}, {""item"": ""Silver Shield"", ""quantity"": ""1"", ""rarity"": ""0.0025"", ""chance"": """"}]"
Leprechaun,https://highspell.fandom.com/wiki/Leprechaun,27,30,???,No,20 + 5 bonus,20 + 10 bonus,25 + 10 bonus,20,1,1,Unknown,"[{""item"": ""Bones"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""7"", ""rarity"": ""0.25"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""10"", ""rarity"": ""0.15"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""14"", ""rarity"": ""0.1"", ""chance"": """"}, {""item"": ""Beer"", ""quantity"": ""1"", ""rarity"": ""0.1"", ""chance"": """"}, {""item"": ""Fire Scroll"", ""quantity"": ""2"", ""rarity"": ""0.075"", ""chance"": """"}, {""item"": ""Water Scroll"", ""quantity"": ""2"", ""rarity"": ""0.075"", ""chance"": """"}, {""item"": ""Nature Scroll"", ""quantity"": ""2"", ""rarity"": ""0.075"", ""chance"": """"}, {""item"": ""Lucky Scroll"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Alchemy Scroll"", ""quantity"": ""1"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Red Mushroom"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""42"", ""rarity"": ""0.02"", ""chance"": """"}, {""item"": ""Potion of Magic (1)"", ""quantity"": ""1"", ""rarity"": ""0.005"", ""chance"": """"}]"
Lumberjack,https://highspell.fandom.com/wiki/Lumberjack,10,16,???,No,2,10 + 5 bonus,6,1,1,1,Unknown,"[{""item"": ""Logs"", ""quantity"": ""1"", ""rarity"": ""Always"", ""chance"": """"}, {""item"": ""Coins"", ""quantity"": ""5"", ""rarity"": ""0.2"", ""chance"": """"}, {""item"": ""Logs"", ""quantity"": ""1"", ""rarity"": ""0.175"", ""chance"": """"}, {""item"": ""Pine Logs"", ""quantity"": ""1"", ""rarity"": ""0.15"", ""chance"": """"}, {""item"": ""Oak Logs"", ""quantity"": ""1"", ""rarity"": ""0.1"", ""chance"": """"}, {""item"": ""Bronze Hatchet"", ""quantity"": ""1"", ""rarity"": ""0.08"", ""chance"": """"}, {""item"": ""Wheat"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Raw Bluegill"", ""quantity"": ""1"", ""rarity"": ""0.05"", ""chance"": """"}, {""item"": ""Leaf"", ""quantity"": ""1"", ""rarity"": ""0.04"", ""chance"": """"}, {""item"": ""Pinecone"", ""quantity"": ""1"", ""rarity"": ""0.035"", ""chance"": """"}, {""item"": ""Acorn"", ""quantity"": ""1"", ""rarity"": ""0.025"", ""chance"": """"}, {""item"": ""Iron Hatchet"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}, {""item"": ""Iron Helm"", ""quantity"": ""1"", ""rarity"": ""0.02"", ""chance"": """"}, {""item"": ""Iron Gloves"", ""quantity"": ""1"", ""rarity"": ""0.01"", ""chance"": """"}, {""item"": ""Steel Hatchet"", ""quantity"": ""1"", ""rarity"": ""0.005"", ""chance"": """"}]"
